model,ins_id,param_id,length,candi_ori,logit_correct,num_doc,format,total_score
Meta-Llama-3.1-8B,0,2,60,0.0,0.0,0.3875968992248062,0.786046511627907,0.3637873754152824
Meta-Llama-3.1-8B,0,3,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,0,4,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,1,0,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,1,1,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,1,2,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,1,3,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,1,4,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,2,0,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,2,1,60,0.0,0.0,0.3875968992248062,0.786046511627907,0.3637873754152824
Meta-Llama-3.1-8B,2,2,60,0.0,0.0,0.3875968992248062,0.786046511627907,0.3637873754152824
Meta-Llama-3.1-8B,2,3,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,2,4,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,3,0,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,3,1,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,3,2,60,0.0,0.0,0.0077519379844961005,0.6037209302325581,0.21727574750830564
Meta-Llama-3.1-8B,3,3,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,3,4,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,4,0,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,4,1,60,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,4,2,60,0.0,0.0,0.3875968992248062,0.786046511627907,0.3637873754152824
Meta-Llama-3.1-8B,4,3,60,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B,4,4,60,0.0,0.0,0.0,0.0,0.0
Meta-Llama-3.1-8B,0,0,120,0.0,0.0,0.007698229407236319,0.6036951501154735,0.21725503134279117
Meta-Llama-3.1-8B,0,1,120,0.0,0.0,0.09045419553502697,0.4,0.16224018475750576
Meta-Llama-3.1-8B,0,2,120,0.0,0.0,0.09045419553502697,0.4,0.16224018475750576
Meta-Llama-3.1-8B,0,3,120,0.0,0.0,0.3521939953810624,0.4,0.21832728472451338
Meta-Llama-3.1-8B,0,4,120,0.0,0.0,0.007698229407236319,0.6036951501154735,0.21725503134279117
Meta-Llama-3.1-8B,1,0,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,1,1,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,1,2,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,1,3,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,1,4,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,2,0,120,0.0,0.0,0.3521939953810624,0.4,0.21832728472451338
Meta-Llama-3.1-8B,2,1,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,2,2,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,2,3,120,0.0,0.0,0.29445727482678985,0.4,0.2059551303200264
Meta-Llama-3.1-8B,2,4,120,0.0,0.0,0.29445727482678985,0.4,0.2059551303200264
Meta-Llama-3.1-8B,3,0,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,3,1,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,3,2,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,3,3,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,3,4,120,0.0,0.0,0.0,0.4,0.14285714285714285
Meta-Llama-3.1-8B,4,0,120,0.0,0.0,0.3521939953810624,0.4,0.21832728472451338
Meta-Llama-3.1-8B,4,1,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,4,2,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Meta-Llama-3.1-8B,4,3,120,0.0,0.0,0.003849114703618206,0.0018475750577367205,0.0014846585285384444
Meta-Llama-3.1-8B,4,4,120,0.0,0.0,0.003849114703618206,0.6018475750577367,0.21577037281425274
Qwen2.5-72B,0,0,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,0,1,3,1.0,0.5,1.0,0.6,0.75
Qwen2.5-72B,0,2,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,0,3,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,0,4,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,1,0,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,1,1,3,1.0,0.5,1.0,0.6,0.75
Qwen2.5-72B,1,2,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,1,3,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,1,4,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,2,0,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,2,1,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,2,2,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,2,3,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,2,4,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,3,0,3,1.0,0.6,1.0,1.0,0.9142857142857144
Qwen2.5-72B,3,1,3,1.0,0.6999999999999998,1.0,1.0,0.9357142857142857
Qwen2.5-72B,3,2,3,1.0,0.6999999999999998,1.0,1.0,0.9357142857142857
Qwen2.5-72B,3,3,3,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,3,4,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,4,0,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,4,1,3,1.0,0.6999999999999998,1.0,1.0,0.9357142857142857
Qwen2.5-72B,4,2,3,1.0,0.6999999999999998,1.0,1.0,0.9357142857142857
Qwen2.5-72B,4,3,3,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,4,4,3,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,0,0,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,0,1,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,0,2,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,0,3,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,0,4,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,1,0,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,1,1,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,1,2,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,1,3,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,1,4,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,2,0,6,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,2,1,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,2,2,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,2,3,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,2,4,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,3,0,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,3,1,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,3,2,6,1.0,0.6999999999999998,1.0,0.6,0.7928571428571428
Qwen2.5-72B,3,3,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,3,4,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,4,0,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,4,1,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,4,2,6,1.0,0.45,1.0,0.6,0.7392857142857142
Qwen2.5-72B,4,3,6,1.0,0.6,1.0,0.6,0.7714285714285715
Qwen2.5-72B,4,4,6,1.0,0.65,1.0,0.6,0.7821428571428571
Qwen2.5-72B,0,0,13,1.0,0.6888888888888888,1.0,0.6,0.7904761904761904
Qwen2.5-72B,0,1,13,1.0,0.3333333333333333,1.0,0.6,0.7142857142857143
Qwen2.5-72B,0,2,13,1.0,0.3333333333333333,1.0,0.6,0.7142857142857143
Qwen2.5-72B,0,3,13,1.0,0.6444444444444445,1.0,0.6,0.780952380952381
Qwen2.5-72B,0,4,13,1.0,0.7111111111111111,1.0,0.6,0.7952380952380952
Qwen2.5-72B,1,0,13,1.0,0.37777777777777777,1.0,0.6,0.7238095238095238
Qwen2.5-72B,1,1,13,1.0,0.35555555555555557,1.0,0.6,0.719047619047619
Qwen2.5-72B,1,2,13,1.0,0.37777777777777777,1.0,0.6,0.7238095238095238
Qwen2.5-72B,1,3,13,1.0,0.6444444444444445,1.0,0.6,0.780952380952381
Qwen2.5-72B,1,4,13,1.0,0.7111111111111111,1.0,1.0,0.9380952380952381
Qwen2.5-72B,2,0,13,1.0,0.37777777777777777,1.0,0.6,0.7238095238095238
Qwen2.5-72B,2,1,13,1.0,0.4888888888888889,1.0,0.6,0.7476190476190476
Qwen2.5-72B,2,2,13,1.0,0.6888888888888888,1.0,0.6,0.7904761904761904
Qwen2.5-72B,2,3,13,1.0,0.6444444444444445,1.0,0.6,0.780952380952381
Qwen2.5-72B,2,4,13,1.0,0.7111111111111111,1.0,0.6,0.7952380952380952
Qwen2.5-72B,3,0,13,1.0,0.4000000000000001,1.0,0.6,0.7285714285714285
Qwen2.5-72B,3,1,13,1.0,0.4666666666666666,1.0,0.6,0.7428571428571429
Qwen2.5-72B,3,2,13,1.0,0.3333333333333333,1.0,0.6,0.7142857142857143
Qwen2.5-72B,3,3,13,1.0,0.37777777777777777,1.0,0.6,0.7238095238095238
Qwen2.5-72B,3,4,13,1.0,0.26666666666666666,1.0,0.6,0.7000000000000001
Qwen2.5-72B,4,0,13,1.0,0.6666666666666666,1.0,0.6,0.7857142857142857
Qwen2.5-72B,4,1,13,1.0,0.3333333333333333,1.0,0.6,0.7142857142857143
Qwen2.5-72B,4,2,13,1.0,0.6888888888888888,1.0,0.6,0.7904761904761904
Qwen2.5-72B,4,3,13,1.0,0.6444444444444445,1.0,0.6,0.780952380952381
Qwen2.5-72B,4,4,13,1.0,0.7111111111111111,1.0,0.6,0.7952380952380952
Qwen2.5-72B,0,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
Qwen2.5-72B,0,1,28,1.0,0.06122448979591836,1.0,0.6,0.6559766763848397
Qwen2.5-72B,0,2,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
Qwen2.5-72B,0,3,28,1.0,0.6836734693877551,1.0,0.6,0.7893586005830903
Qwen2.5-72B,0,4,28,1.0,0.7244897959183674,1.0,0.6,0.7981049562682215
Qwen2.5-72B,1,0,28,1.0,0.6836734693877551,1.0,1.0,0.9322157434402332
Qwen2.5-72B,1,1,28,1.0,0.11224489795918367,1.0,1.0,0.8097667638483965
Qwen2.5-72B,1,2,28,1.0,0.6836734693877551,1.0,1.0,0.9322157434402332
Qwen2.5-72B,1,3,28,1.0,0.6836734693877551,1.0,1.0,0.9322157434402332
Qwen2.5-72B,1,4,28,1.0,0.7142857142857143,1.0,1.0,0.9387755102040816
Qwen2.5-72B,2,0,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
Qwen2.5-72B,2,1,28,1.0,0.6836734693877551,1.0,0.6,0.7893586005830903
Qwen2.5-72B,2,2,28,1.0,0.6836734693877551,1.0,0.6,0.7893586005830903
Qwen2.5-72B,2,3,28,1.0,0.6836734693877551,1.0,0.6,0.7893586005830903
Qwen2.5-72B,2,4,28,1.0,0.08163265306122448,1.0,1.0,0.803206997084548
Qwen2.5-72B,3,0,28,1.0,0.6938775510204082,1.0,1.0,0.9344023323615159
Qwen2.5-72B,3,1,28,1.0,0.6224489795918368,1.0,1.0,0.9190962099125365
Qwen2.5-72B,3,2,28,1.0,0.6938775510204082,1.0,1.0,0.9344023323615159
Qwen2.5-72B,3,3,28,1.0,0.6836734693877551,1.0,1.0,0.9322157434402332
Qwen2.5-72B,3,4,28,1.0,0.06122448979591836,1.0,1.0,0.7988338192419826
Qwen2.5-72B,4,0,28,1.0,0.6938775510204082,1.0,1.0,0.9344023323615159
Qwen2.5-72B,4,1,28,1.0,0.06122448979591836,1.0,0.6,0.6559766763848397
Qwen2.5-72B,4,2,28,1.0,0.6836734693877551,1.0,1.0,0.9322157434402332
Qwen2.5-72B,4,3,28,1.0,0.6938775510204082,1.0,0.6,0.7915451895043731
Qwen2.5-72B,4,4,28,1.0,0.08163265306122448,1.0,1.0,0.803206997084548
Qwen2.5-72B,0,0,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,0,1,60,1.0,0.09767441860465116,1.0,1.0,0.8066445182724252
Qwen2.5-72B,0,2,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,0,3,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,0,4,60,1.0,0.6790697674418604,1.0,1.0,0.9312292358803987
Qwen2.5-72B,1,0,60,1.0,0.627906976744186,1.0,1.0,0.920265780730897
Qwen2.5-72B,1,1,60,1.0,0.30697674418604654,1.0,1.0,0.8514950166112957
Qwen2.5-72B,1,2,60,1.0,0.3348837209302326,1.0,1.0,0.8574750830564783
Qwen2.5-72B,1,3,60,1.0,0.627906976744186,1.0,1.0,0.920265780730897
Qwen2.5-72B,1,4,60,1.0,0.3488372093023256,1.0,1.0,0.8604651162790697
Qwen2.5-72B,2,0,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,2,1,60,1.0,0.046511627906976744,1.0,1.0,0.7956810631229236
Qwen2.5-72B,2,2,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,2,3,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,2,4,60,1.0,0.31627906976744186,1.0,1.0,0.8534883720930233
Qwen2.5-72B,3,0,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,3,1,60,1.0,0.09767441860465116,1.0,1.0,0.8066445182724252
Qwen2.5-72B,3,2,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,3,3,60,1.0,0.22325581395348837,1.0,1.0,0.8335548172757475
Qwen2.5-72B,3,4,60,1.0,0.6790697674418604,1.0,1.0,0.9312292358803987
Qwen2.5-72B,4,0,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,4,1,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,4,2,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,4,3,60,1.0,0.6325581395348837,1.0,1.0,0.9212624584717608
Qwen2.5-72B,4,4,60,1.0,0.3488372093023256,1.0,1.0,0.8604651162790697
Qwen2.5-72B,0,0,120,0.0,0.0,0.6235565819861432,0.29930715935334873,0.24051468162322667
Qwen2.5-72B,0,1,120,0.0,0.0,0.003849114703618206,0.4018475750577367,0.14434180138568128
Qwen2.5-72B,0,2,120,0.0,0.0,0.04041570438799075,0.003695150115473441,0.009980204552952817
Qwen2.5-72B,0,3,120,0.0,0.0,0.6216320246343341,0.4,0.2760640052787859
Qwen2.5-72B,0,4,120,0.0,0.0,0.6216320246343341,0.4,0.2760640052787859
Qwen2.5-72B,1,0,120,0.0,0.0,0.737105465742879,0.35288683602771365,0.2839821840976575
Qwen2.5-72B,1,1,120,0.0,0.0,0.003849114703618206,0.4018475750577367,0.14434180138568128
Qwen2.5-72B,1,2,120,0.0,0.0,0.003849114703618206,0.4018475750577367,0.14434180138568128
Qwen2.5-72B,1,3,120,0.0,0.0,0.5119322555812164,0.4,0.25255691191026064
Qwen2.5-72B,1,4,120,0.0,0.0,0.6216320246343341,0.4,0.2760640052787859
Qwen2.5-72B,2,0,120,0.0,0.0,0.737105465742879,0.35288683602771365,0.2839821840976575
Qwen2.5-72B,2,1,120,0.0,0.0,0.5100076982294072,0.4,0.2521445067634444
Qwen2.5-72B,2,2,120,0.0,0.0,0.7678983833718244,0.4,0.3074067964368195
Qwen2.5-72B,2,3,120,0.0,0.0,0.7621247113163973,0.9658198614318707,0.5082481029363246
Qwen2.5-72B,2,4,120,0.0,0.0,0.7621247113163973,0.9658198614318707,0.5082481029363246
Qwen2.5-72B,3,0,120,0.0,0.0,0.737105465742879,0.35288683602771365,0.2839821840976575
Qwen2.5-72B,3,1,120,0.0,0.0,0.5100076982294072,0.4,0.2521445067634444
