model,ins_id,param_id,length,format,ori,hit,num,correct,total_score
Meta-Llama-3.1-8B,4,0,3,0.27777777777777773,0.5,0.0,0.08333333333333333,0.0,0.15476190476190474
Meta-Llama-3.1-8B,4,1,3,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,4,2,3,0.27777777777777773,0.5,0.0,0.08333333333333333,0.0,0.15476190476190474
Meta-Llama-3.1-8B,4,3,3,0.9674796747967479,1.0,0.0,0.0,0.0,0.3501742160278746
Meta-Llama-3.1-8B,4,4,3,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
Meta-Llama-3.1-8B,0,0,6,0.9674796747967479,1.0,0.0,0.0,0.0,0.3501742160278746
Meta-Llama-3.1-8B,0,1,6,0.5,1.0,0.125,0.0,0.0,0.26785714285714285
Meta-Llama-3.1-8B,0,2,6,0.9629629629629629,1.0,0.0,0.0,0.0,0.34920634920634924
Meta-Llama-3.1-8B,0,3,6,0.16666666666666666,0.5,0.125,0.0,0.0,0.125
Meta-Llama-3.1-8B,0,4,6,0.16666666666666666,0.5,0.25,0.0,0.0,0.14285714285714285
Meta-Llama-3.1-8B,1,0,6,1.0,1.0,0.16666666666666666,0.5833333333333334,0.0,0.5476190476190476
Meta-Llama-3.1-8B,1,1,6,0.4444444444444444,1.0,0.16666666666666666,0.08333333333333333,0.0,0.2857142857142857
Meta-Llama-3.1-8B,1,2,6,0.7777777777777777,1.0,1.0,0.25,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,3,6,0.16666666666666666,0.5,0.25,0.0,0.0,0.14285714285714285
Meta-Llama-3.1-8B,1,4,6,1.0,1.0,0.25,0.5833333333333334,0.0,0.5595238095238095
Meta-Llama-3.1-8B,2,0,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,2,1,6,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.13095238095238096
Meta-Llama-3.1-8B,2,2,6,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,2,3,6,0.0,1.0,1.0,0.25,0.0,0.35714285714285715
Meta-Llama-3.1-8B,2,4,6,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.13095238095238096
Meta-Llama-3.1-8B,3,0,6,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.13095238095238096
Meta-Llama-3.1-8B,3,1,6,0.16666666666666666,0.5,0.25,0.0,0.0,0.14285714285714285
Meta-Llama-3.1-8B,3,2,6,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.13095238095238096
Meta-Llama-3.1-8B,3,3,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,3,4,6,0.9649122807017543,1.0,0.0,0.0,0.0,0.3496240601503759
Meta-Llama-3.1-8B,4,0,6,0.27777777777777773,0.5,0.0,0.08333333333333333,0.0,0.15476190476190474
Meta-Llama-3.1-8B,4,1,6,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
Meta-Llama-3.1-8B,4,2,6,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
Meta-Llama-3.1-8B,4,3,6,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,4,4,6,0.3333333333333333,0.5,0.0,0.08333333333333333,0.0,0.16666666666666669
Meta-Llama-3.1-8B,0,0,13,0.5,1.0,0.0,0.0,0.0,0.25
Meta-Llama-3.1-8B,0,1,13,0.9523809523809524,1.0,0.0,0.0,0.0,0.34693877551020413
Meta-Llama-3.1-8B,0,2,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Meta-Llama-3.1-8B,0,3,13,0.8333333333333334,1.0,0.0,0.0,0.0,0.32142857142857145
Meta-Llama-3.1-8B,0,4,13,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Meta-Llama-3.1-8B,1,0,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,1,13,0.9555555555555556,1.0,0.25,0.0,0.0,0.38333333333333336
Meta-Llama-3.1-8B,1,2,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,3,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
Meta-Llama-3.1-8B,1,4,13,0.5,1.0,0.0,0.0,0.0,0.25
Meta-Llama-3.1-8B,2,0,13,0.5,1.0,1.0,0.5833333333333334,0.0,0.5595238095238095
Meta-Llama-3.1-8B,2,1,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,2,2,13,0.0,1.0,1.0,0.25,0.0,0.35714285714285715
Meta-Llama-3.1-8B,2,3,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,2,4,13,1.0,0.5,0.0,0.5833333333333334,0.0,0.45238095238095244
Meta-Llama-3.1-8B,3,0,13,0.5555555555555555,1.0,0.0,0.0,0.0,0.2619047619047619
Meta-Llama-3.1-8B,3,1,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,3,2,13,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
Meta-Llama-3.1-8B,3,3,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,3,4,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,4,0,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,4,1,13,0.7333333333333334,1.0,1.0,0.25,0.0,0.5142857142857143
Meta-Llama-3.1-8B,4,2,13,0.16666666666666666,0.5,0.5,0.25,0.0,0.25
Meta-Llama-3.1-8B,4,3,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,4,4,13,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,0,0,28,0.5,0.5,0.0,0.25,0.0,0.25
Meta-Llama-3.1-8B,0,1,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,0,2,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,0,3,28,0.7777777777777777,1.0,0.0,0.25,0.0,0.38095238095238093
Meta-Llama-3.1-8B,0,4,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,0,28,0.4444444444444444,1.0,0.0,0.0,0.0,0.23809523809523808
Meta-Llama-3.1-8B,1,1,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,2,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,3,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,4,28,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
Meta-Llama-3.1-8B,2,0,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,2,1,28,0.978494623655914,1.0,0.0,0.0,0.0,0.3525345622119816
Meta-Llama-3.1-8B,2,2,28,0.6666666666666666,1.0,0.0,0.0,0.0,0.2857142857142857
Meta-Llama-3.1-8B,2,3,28,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,2,4,28,0.7777777777777777,1.0,0.0,0.25,0.0,0.38095238095238093
Meta-Llama-3.1-8B,3,0,28,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
Meta-Llama-3.1-8B,3,1,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,3,2,28,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,3,3,28,0.8333333333333334,1.0,0.0,0.0,0.0,0.32142857142857145
Meta-Llama-3.1-8B,3,4,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,4,0,28,0.5833333333333334,1.0,0.0,0.0,0.0,0.26785714285714285
Meta-Llama-3.1-8B,4,1,28,0.8333333333333334,1.0,0.0,0.0,0.0,0.32142857142857145
Meta-Llama-3.1-8B,4,2,28,0.27777777777777773,0.5,0.0,0.08333333333333333,0.0,0.15476190476190474
Meta-Llama-3.1-8B,4,3,28,0.6666666666666666,1.0,0.0,0.0,0.0,0.2857142857142857
Meta-Llama-3.1-8B,4,4,28,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,0,0,60,1.0,0.5,0.0,0.5833333333333334,0.0,0.45238095238095244
Meta-Llama-3.1-8B,0,1,60,0.8119658119658121,1.0,0.0,0.0,0.0,0.3168498168498169
Meta-Llama-3.1-8B,0,2,60,1.0,0.5,0.0,0.5833333333333334,0.0,0.45238095238095244
Meta-Llama-3.1-8B,0,3,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,0,4,60,0.6666666666666666,1.0,0.0,0.0,0.0,0.2857142857142857
Meta-Llama-3.1-8B,1,0,60,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,1,1,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,1,2,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,1,3,60,0.9777777777777779,1.0,0.0,0.0,0.0,0.3523809523809524
Meta-Llama-3.1-8B,1,4,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,2,0,60,0.4444444444444444,1.0,0.0,0.0,0.0,0.23809523809523808
Meta-Llama-3.1-8B,2,1,60,0.9710144927536232,0.5,0.0,0.0,0.0,0.27950310559006214
Meta-Llama-3.1-8B,2,2,60,0.5555555555555555,1.0,0.0,0.0,0.0,0.2619047619047619
Meta-Llama-3.1-8B,2,3,60,0.4166666666666667,1.0,0.0,0.0,0.0,0.23214285714285715
Meta-Llama-3.1-8B,2,4,60,0.34117647058823525,1.0,0.0,0.0,0.0,0.21596638655462183
Meta-Llama-3.1-8B,3,0,60,0.978494623655914,1.0,0.0,0.0,0.0,0.3525345622119816
Meta-Llama-3.1-8B,3,1,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Meta-Llama-3.1-8B,3,2,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,3,3,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Meta-Llama-3.1-8B,3,4,60,0.980952380952381,1.0,0.0,0.0,0.0,0.35306122448979593
Meta-Llama-3.1-8B,4,0,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,4,1,60,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,4,2,60,0.25,0.5,0.0,0.08333333333333333,0.0,0.1488095238095238
Meta-Llama-3.1-8B,4,3,60,0.3333333333333333,0.5,0.0,0.08333333333333333,0.0,0.16666666666666669
Meta-Llama-3.1-8B,4,4,60,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.20238095238095236
Meta-Llama-3.1-8B,0,0,120,0.8787878787878789,1.0,0.0,0.0,0.0,0.33116883116883117
Meta-Llama-3.1-8B,0,1,120,0.9375,1.0,0.0,0.0,0.0,0.34375
Meta-Llama-3.1-8B,0,2,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,0,3,120,0.8181818181818182,1.0,0.0,0.0,0.0,0.31818181818181823
Meta-Llama-3.1-8B,0,4,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,1,0,120,0.16666666666666666,0.5,0.0,0.08333333333333333,0.0,0.13095238095238096
Meta-Llama-3.1-8B,1,1,120,0.16666666666666666,0.5,0.0,0.08333333333333333,0.0,0.13095238095238096
Meta-Llama-3.1-8B,1,2,120,0.16666666666666666,1.0,0.0,0.25,0.0,0.25
Meta-Llama-3.1-8B,1,3,120,0.0,0.5,0.0,0.08333333333333333,0.0,0.09523809523809523
Meta-Llama-3.1-8B,1,4,120,0.8119658119658121,1.0,0.0,0.0,0.0,0.3168498168498169
Meta-Llama-3.1-8B,2,0,120,0.8279569892473119,1.0,0.0,0.0,0.0,0.3202764976958526
Meta-Llama-3.1-8B,2,1,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,2,2,120,0.8222222222222223,1.0,0.0,0.0,0.0,0.3190476190476191
Meta-Llama-3.1-8B,2,3,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,2,4,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,3,0,120,0.9310344827586207,1.0,0.0,0.0,0.0,0.34236453201970446
Meta-Llama-3.1-8B,3,1,120,0.8787878787878789,1.0,0.0,0.0,0.0,0.33116883116883117
Meta-Llama-3.1-8B,3,2,120,0.9833333333333334,1.0,0.0,0.0,0.0,0.3535714285714286
Meta-Llama-3.1-8B,3,3,120,0.16666666666666666,1.0,0.0,0.0,0.0,0.17857142857142858
Meta-Llama-3.1-8B,3,4,120,0.8198198198198199,1.0,0.0,0.0,0.0,0.31853281853281856
Meta-Llama-3.1-8B,4,0,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,4,1,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,4,2,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,4,3,120,0.8064516129032259,1.0,0.0,0.0,0.0,0.315668202764977
Meta-Llama-3.1-8B,4,4,120,0.8160919540229884,1.0,0.0,0.0,0.0,0.31773399014778325
Qwen2.5-72B,0,0,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,0,1,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,0,2,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
Qwen2.5-72B,0,3,3,0.9555555555555556,1.0,1.0,0.08333333333333333,0.13333333333333333,0.5428571428571429
Qwen2.5-72B,0,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
Qwen2.5-72B,1,0,3,0.35229067930489727,1.0,0.0,0.25,0.0,0.2897765741367637
Qwen2.5-72B,1,1,3,1.0,1.0,0.9166666666666666,1.0,0.0,0.7738095238095237
Qwen2.5-72B,1,2,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,1,3,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,1,4,3,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,2,0,3,1.0,1.0,0.75,0.5833333333333334,0.16666666666666666,0.6666666666666667
Qwen2.5-72B,2,1,3,0.3395638629283489,1.0,1.0,0.5833333333333334,0.004672897196261682,0.5261459724076547
Qwen2.5-72B,2,2,3,1.0,1.0,0.8333333333333334,1.0,0.3333333333333333,0.8333333333333334
Qwen2.5-72B,2,3,3,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,2,4,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,3,0,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,3,1,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,3,2,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,3,3,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,3,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
Qwen2.5-72B,4,0,3,1.0,1.0,0.8333333333333334,1.0,0.3333333333333333,0.8333333333333334
Qwen2.5-72B,4,1,3,1.0,1.0,0.4375,0.5833333333333334,0.5,0.693452380952381
Qwen2.5-72B,4,2,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,4,3,3,0.981981981981982,1.0,0.0,0.0,0.0,0.35328185328185324
Qwen2.5-72B,4,4,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,0,0,6,0.9487179487179488,1.0,1.0,0.0,0.0,0.48901098901098905
Qwen2.5-72B,0,1,6,0.9523809523809524,1.0,1.0,0.0,0.07142857142857142,0.5051020408163266
Qwen2.5-72B,0,2,6,0.9523809523809524,1.0,1.0,0.0,0.0,0.489795918367347
Qwen2.5-72B,0,3,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,0,4,6,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
Qwen2.5-72B,1,0,6,0.9047619047619048,1.0,0.0,0.25,0.0,0.40816326530612246
Qwen2.5-72B,1,1,6,0.9047619047619048,1.0,0.0,0.25,0.0,0.40816326530612246
Qwen2.5-72B,1,2,6,0.9487179487179488,1.0,1.0,0.0,0.0,0.48901098901098905
Qwen2.5-72B,1,3,6,0.9733333333333333,1.0,0.0,0.0,0.0,0.3514285714285714
Qwen2.5-72B,1,4,6,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
Qwen2.5-72B,2,0,6,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
Qwen2.5-72B,2,1,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,2,2,6,1.0,1.0,0.6875,0.5833333333333334,0.0,0.6220238095238095
Qwen2.5-72B,2,3,6,1.0,1.0,1.0,0.3333333333333333,0.0,0.5952380952380952
Qwen2.5-72B,2,4,6,0.3598233995584989,1.0,0.0,0.25,0.0,0.2913907284768212
Qwen2.5-72B,3,0,6,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
Qwen2.5-72B,3,1,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,3,2,6,0.9047619047619048,1.0,0.0,0.25,0.0,0.40816326530612246
Qwen2.5-72B,3,3,6,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
Qwen2.5-72B,3,4,6,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,4,0,6,1.0,1.0,0.75,0.08333333333333333,0.0,0.4880952380952381
Qwen2.5-72B,4,1,6,1.0,1.0,1.0,0.08333333333333333,0.0,0.5238095238095238
Qwen2.5-72B,4,2,6,0.9555555555555556,1.0,1.0,0.08333333333333333,0.0,0.5142857142857143
Qwen2.5-72B,4,3,6,1.0,1.0,0.25,0.5833333333333334,0.0,0.5595238095238095
Qwen2.5-72B,4,4,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,0,0,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,1,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,2,13,0.16666666666666666,1.0,0.125,0.0,0.0,0.19642857142857142
Qwen2.5-72B,0,3,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,4,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,0,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,1,13,0.8666666666666667,1.0,0.0,0.25,0.0,0.39999999999999997
Qwen2.5-72B,1,2,13,0.7777777777777777,1.0,0.0,0.25,0.0,0.38095238095238093
Qwen2.5-72B,1,3,13,0.16666666666666666,1.0,0.125,0.0,0.0,0.19642857142857142
Qwen2.5-72B,1,4,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,2,0,13,0.9797979797979798,1.0,0.0,0.0,0.0,0.3528138528138528
Qwen2.5-72B,2,1,13,0.16666666666666666,1.0,0.5,0.25,0.0,0.32142857142857145
Qwen2.5-72B,2,2,13,0.16666666666666666,1.0,0.16666666666666666,0.0,0.0,0.20238095238095238
Qwen2.5-72B,2,3,13,0.16666666666666666,1.0,0.5,0.25,0.0,0.32142857142857145
Qwen2.5-72B,2,4,13,0.981981981981982,1.0,0.0,0.0,0.0,0.35328185328185324
Qwen2.5-72B,3,0,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,3,1,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,3,2,13,0.981981981981982,1.0,0.0,0.0,0.0,0.35328185328185324
Qwen2.5-72B,3,3,13,0.9814814814814815,1.0,0.0,0.0,0.0,0.3531746031746032
Qwen2.5-72B,3,4,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,4,0,13,0.9487179487179488,1.0,0.0,0.0,0.0,0.3461538461538462
Qwen2.5-72B,4,1,13,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,4,2,13,0.7777777777777777,1.0,0.0,0.25,0.0,0.38095238095238093
Qwen2.5-72B,4,3,13,0.9824561403508772,1.0,0.0,0.0,0.0,0.3533834586466166
Qwen2.5-72B,4,4,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,0,0,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,0,1,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,0,2,28,0.5,1.0,0.0,0.25,0.0,0.32142857142857145
Qwen2.5-72B,0,3,28,0.7777777777777777,1.0,0.5,0.25,0.0,0.4523809523809524
Qwen2.5-72B,0,4,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,1,0,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,1,1,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,1,2,28,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,3,28,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,4,28,0.980952380952381,1.0,0.0,0.0,0.0,0.35306122448979593
Qwen2.5-72B,2,0,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,2,1,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,2,2,28,0.5,1.0,0.0,0.25,0.0,0.32142857142857145
Qwen2.5-72B,2,3,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,2,4,28,0.980952380952381,1.0,0.0,0.0,0.0,0.35306122448979593
Qwen2.5-72B,3,0,28,0.9791666666666666,1.0,0.0,0.0,0.0,0.35267857142857145
Qwen2.5-72B,3,1,28,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,3,2,28,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,3,3,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,3,4,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,4,0,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,4,1,28,0.5555555555555555,1.0,0.0,0.25,0.0,0.3333333333333333
Qwen2.5-72B,4,2,28,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Qwen2.5-72B,4,3,28,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,4,4,28,0.16666666666666666,1.0,0.0,0.08333333333333333,0.0,0.20238095238095238
Qwen2.5-72B,0,0,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,1,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,2,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,3,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,0,4,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,0,60,0.9814814814814815,1.0,0.0,0.0,0.0,0.3531746031746032
Qwen2.5-72B,1,1,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,2,60,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Qwen2.5-72B,1,3,60,0.982905982905983,1.0,0.0,0.0,0.0,0.3534798534798535
